relationA,relationshipType,relationB
T_word,hasEduConcept,happy
T_word,hasEduConcept,produce
T_word,hasEduConcept,level
T_word,hasEduConcept,crying
T_word,hasEduConcept,readiness
T_word,hasEduConcept,accurately
T_word,hasEduConcept,single
T_reading,hasEduConcept,sounds
T_reading,hasEduConcept,blends
T_reading,hasEduConcept,vocabulary
T_reading,hasEduConcept,acquire
T_reading,hasEduConcept,happy
T_reading,hasEduConcept,produce
T_reading,hasEduConcept,level
T_reading,hasEduConcept,crying
T_reading,hasEduConcept,readiness
T_reading,hasEduConcept,accurately
T_reading,hasEduConcept,single
T_writing,hasEduConcept,thoughts
T_writing,hasEduConcept,feelings
T_types,hasEduConcept,thoughts
T_types,hasEduConcept,feelings
T_cross,hasEduConcept,thoughts
T_cross,hasEduConcept,feelings
T_habits,hasEduConcept,stories
T_habits,hasEduConcept,independently
T_habits,hasEduConcept,themes
T_habits,hasEduConcept,myths
T_habits,hasEduConcept,author
T_habits,hasEduConcept,grades
T_habits,hasEduConcept,contrast
T_habits,hasEduConcept,band
T_habits,hasEduConcept,level
T_habits,hasEduConcept,conveyed
T_habits,hasEduConcept,central
T_habits,hasEduConcept,selecting
T_habits,hasEduConcept,plots
T_habits,hasEduConcept,lesson
T_habits,hasEduConcept,settings
T_dispositions,hasEduConcept,stories
T_dispositions,hasEduConcept,independently
T_dispositions,hasEduConcept,themes
T_dispositions,hasEduConcept,myths
T_dispositions,hasEduConcept,author
T_dispositions,hasEduConcept,grades
T_dispositions,hasEduConcept,contrast
T_dispositions,hasEduConcept,band
T_dispositions,hasEduConcept,level
T_dispositions,hasEduConcept,conveyed
T_dispositions,hasEduConcept,central
T_dispositions,hasEduConcept,selecting
T_dispositions,hasEduConcept,plots
T_dispositions,hasEduConcept,lesson
T_dispositions,hasEduConcept,settings
T_writing,hasEduConcept,notes
T_writing,hasEduConcept,locate
T_writing,hasEduConcept,multiple
T_writing,hasEduConcept,sort
T_writing,hasEduConcept,categories
T_writing,hasEduConcept,provided
T_writing,hasEduConcept,locating
T_writing,hasEduConcept,paragraph
T_writing,hasEduConcept,pi
T_writing,hasEduConcept,visually
T_writing,hasEduConcept,strategies
T_writing,hasEduConcept,descriptions
T_informational,hasEduConcept,digital
T_informational,hasEduConcept,notes
T_informational,hasEduConcept,build
T_informational,hasEduConcept,multiple
T_informational,hasEduConcept,sort
T_informational,hasEduConcept,categories
T_informational,hasEduConcept,provided
T_informational,hasEduConcept,locating
T_informational,hasEduConcept,pi
T_informational,hasEduConcept,strategies
T_informational,hasEduConcept,descriptions
T_informational,hasEduConcept,peers
T_literary,hasEduConcept,develop
T_literary,hasEduConcept,digital
T_literary,hasEduConcept,notes
T_literary,hasEduConcept,strategies
T_literary,hasEduConcept,strengthen
T_literary,hasEduConcept,peers
T_literary,hasEduConcept,editing
T_literary,hasEduConcept,sort
T_literary,hasEduConcept,categories
T_literary,hasEduConcept,planning
T_literary,hasEduConcept,needed
T_literary,hasEduConcept,multiple
T_literary,hasEduConcept,source
T_literary,hasEduConcept,provided
T_literary,hasEduConcept,chronology
T_writing,hasEduConcept,develop
T_writing,hasEduConcept,strengthen
T_writing,hasEduConcept,editing
T_writing,hasEduConcept,planning
T_writing,hasEduConcept,literary
T_writing,hasEduConcept,needed
T_writing,hasEduConcept,chronology
T_persuasive,hasEduConcept,digital
T_persuasive,hasEduConcept,notes
T_persuasive,hasEduConcept,sort
T_persuasive,hasEduConcept,categories
T_persuasive,hasEduConcept,build
T_persuasive,hasEduConcept,multiple
T_persuasive,hasEduConcept,strategies
T_persuasive,hasEduConcept,provided
T_persuasive,hasEduConcept,source
T_persuasive,hasEduConcept,locating
T_persuasive,hasEduConcept,ads
T_persuasive,hasEduConcept,labeling
T_persuasive,hasEduConcept,quote
T_persuasive,hasEduConcept,organizers
T_persuasive,hasEduConcept,opposing
T_writing,hasEduConcept,ads
T_writing,hasEduConcept,labeling
T_writing,hasEduConcept,organizers
T_writing,hasEduConcept,opposing
T_reading,hasEduConcept,tools
T_reading,hasEduConcept,efficiently
T_reading,hasEduConcept,search
T_reading,hasEduConcept,locating
T_reading,hasEduConcept,icons
T_reading,hasEduConcept,tables
T_text,hasEduConcept,tools
T_text,hasEduConcept,efficiently
T_text,hasEduConcept,search
T_text,hasEduConcept,including
T_text,hasEduConcept,locating
T_text,hasEduConcept,icons
T_text,hasEduConcept,tables
T_informational,hasEduConcept,tools
T_informational,hasEduConcept,efficiently
T_informational,hasEduConcept,search
T_informational,hasEduConcept,including
T_informational,hasEduConcept,icons
T_informational,hasEduConcept,tables
T_literary,hasEduConcept,conflicts
T_literary,hasEduConcept,conclusions
T_literary,hasEduConcept,explicitly
T_literary,hasEduConcept,explain
T_literary,hasEduConcept,lesson
T_literary,hasEduConcept,logical
T_literary,hasEduConcept,cultures
T_literary,hasEduConcept,contribute
T_literary,hasEduConcept,moral
T_literary,hasEduConcept,sequence
T_literary,hasEduConcept,message
T_literary,hasEduConcept,central
T_literary,hasEduConcept,speaking
T_literary,hasEduConcept,actions
T_literary,hasEduConcept,drawn
T_reading,hasEduConcept,conflicts
T_reading,hasEduConcept,explain
T_reading,hasEduConcept,lesson
T_reading,hasEduConcept,cultures
T_reading,hasEduConcept,contribute
T_reading,hasEduConcept,moral
T_reading,hasEduConcept,sequence
T_reading,hasEduConcept,message
T_reading,hasEduConcept,speaking
T_reading,hasEduConcept,actions
T_reading,hasEduConcept,drawn
T_level,hasEduConcept,skills
T_level,hasEduConcept,apply
T_level,hasEduConcept,recognition
T_level,hasEduConcept,spelled
T_level,hasEduConcept,common
T_level,hasEduConcept,regularly
T_level,hasEduConcept,long
T_level,hasEduConcept,applying
T_level,hasEduConcept,extended
T_level,hasEduConcept,special
T_level,hasEduConcept,education
T_level,hasEduConcept,arts
T_level,hasEduConcept,august
T_level,hasEduConcept,email
T_level,hasEduConcept,embroiled
T_word,hasEduConcept,skills
T_word,hasEduConcept,apply
T_word,hasEduConcept,recognition
T_word,hasEduConcept,spelled
T_word,hasEduConcept,common
T_word,hasEduConcept,regularly
T_word,hasEduConcept,long
T_word,hasEduConcept,applying
T_word,hasEduConcept,extended
T_word,hasEduConcept,special
T_word,hasEduConcept,education
T_word,hasEduConcept,arts
T_word,hasEduConcept,august
T_word,hasEduConcept,email
T_word,hasEduConcept,embroiled
T_reading,hasEduConcept,skills
T_reading,hasEduConcept,apply
T_reading,hasEduConcept,recognition
T_reading,hasEduConcept,spelled
T_reading,hasEduConcept,common
T_reading,hasEduConcept,regularly
T_reading,hasEduConcept,long
T_reading,hasEduConcept,applying
T_reading,hasEduConcept,extended
T_reading,hasEduConcept,special
T_reading,hasEduConcept,education
T_reading,hasEduConcept,arts
T_reading,hasEduConcept,august
T_reading,hasEduConcept,email
T_reading,hasEduConcept,embroiled
T_writing,hasEduConcept,skills
T_writing,hasEduConcept,technology
T_writing,hasEduConcept,internet
T_writing,hasEduConcept,sufficient
T_writing,hasEduConcept,minimum
T_writing,hasEduConcept,setting
T_writing,hasEduConcept,report
T_writing,hasEduConcept,distribution
T_writing,hasEduConcept,type
T_writing,hasEduConcept,production
T_writing,hasEduConcept,single
T_writing,hasEduConcept,logical
T_types,hasEduConcept,skills
T_types,hasEduConcept,technology
T_types,hasEduConcept,internet
T_types,hasEduConcept,facts
T_types,hasEduConcept,sufficient
T_types,hasEduConcept,minimum
T_types,hasEduConcept,setting
T_types,hasEduConcept,report
T_types,hasEduConcept,distribution
T_types,hasEduConcept,type
T_types,hasEduConcept,story
T_types,hasEduConcept,production
T_types,hasEduConcept,single
T_types,hasEduConcept,reasoning
T_types,hasEduConcept,logical
T_cross,hasEduConcept,skills
T_cross,hasEduConcept,technology
T_cross,hasEduConcept,internet
T_cross,hasEduConcept,facts
T_cross,hasEduConcept,sufficient
T_cross,hasEduConcept,minimum
T_cross,hasEduConcept,setting
T_cross,hasEduConcept,report
T_cross,hasEduConcept,distribution
T_cross,hasEduConcept,type
T_cross,hasEduConcept,story
T_cross,hasEduConcept,production
T_cross,hasEduConcept,single
T_cross,hasEduConcept,reasoning
T_cross,hasEduConcept,logical
T_habits,hasEduConcept,dramas
T_habits,hasEduConcept,poetry
T_habits,hasEduConcept,selected
T_habits,hasEduConcept,order
T_habits,hasEduConcept,integration
T_habits,hasEduConcept,inquiry
T_habits,hasEduConcept,approaches
T_habits,hasEduConcept,high
T_habits,hasEduConcept,expand
T_dispositions,hasEduConcept,dramas
T_dispositions,hasEduConcept,poetry
T_dispositions,hasEduConcept,selected
T_dispositions,hasEduConcept,order
T_dispositions,hasEduConcept,integration
T_dispositions,hasEduConcept,inquiry
T_dispositions,hasEduConcept,approaches
T_dispositions,hasEduConcept,high
T_dispositions,hasEduConcept,expand
T_writing,hasEduConcept,list
T_writing,hasEduConcept,highlight
T_writing,hasEduConcept,stronger
T_writing,hasEduConcept,listing
T_informational,hasEduConcept,list
T_informational,hasEduConcept,highlight
T_informational,hasEduConcept,stronger
T_informational,hasEduConcept,listing
T_literary,hasEduConcept,outline
T_writing,hasEduConcept,outline
T_persuasive,hasEduConcept,reflection
T_persuasive,hasEduConcept,mentor
T_persuasive,hasEduConcept,apply
T_persuasive,hasEduConcept,reasons
T_persuasive,hasEduConcept,literary
T_persuasive,hasEduConcept,draw
T_persuasive,hasEduConcept,character
T_persuasive,hasEduConcept,author
T_persuasive,hasEduConcept,thoughts
T_persuasive,hasEduConcept,argument
T_persuasive,hasEduConcept,explore
T_writing,hasEduConcept,reflection
T_writing,hasEduConcept,mentor
T_writing,hasEduConcept,apply
T_writing,hasEduConcept,reasons
T_writing,hasEduConcept,draw
T_writing,hasEduConcept,character
T_writing,hasEduConcept,author
T_writing,hasEduConcept,argument
T_reading,hasEduConcept,presented
T_reading,hasEduConcept,maps
T_reading,hasEduConcept,photographs
T_text,hasEduConcept,presented
T_text,hasEduConcept,integration
T_text,hasEduConcept,maps
T_text,hasEduConcept,diverse
T_text,hasEduConcept,photographs
T_informational,hasEduConcept,presented
T_informational,hasEduConcept,integration
T_informational,hasEduConcept,maps
T_informational,hasEduConcept,diverse
T_informational,hasEduConcept,photographs
T_literary,hasEduConcept,examples
T_literary,hasEduConcept,explaining
T_literary,hasEduConcept,refer
T_literary,hasEduConcept,closely
T_literary,hasEduConcept,character
T_literary,hasEduConcept,drama
T_reading,hasEduConcept,drawing
T_reading,hasEduConcept,examples
T_reading,hasEduConcept,explaining
T_reading,hasEduConcept,refer
T_reading,hasEduConcept,closely
T_reading,hasEduConcept,character
T_reading,hasEduConcept,drama
T_level,hasEduConcept,morphology
T_level,hasEduConcept,patterns
T_level,hasEduConcept,context
T_level,hasEduConcept,successive
T_level,hasEduConcept,recognize
T_level,hasEduConcept,sufficient
T_level,hasEduConcept,roots
T_level,hasEduConcept,attempts
T_level,hasEduConcept,connected
T_word,hasEduConcept,morphology
T_word,hasEduConcept,patterns
T_word,hasEduConcept,context
T_word,hasEduConcept,successive
T_word,hasEduConcept,recognize
T_word,hasEduConcept,sufficient
T_word,hasEduConcept,roots
T_word,hasEduConcept,attempts
T_word,hasEduConcept,connected
T_reading,hasEduConcept,morphology
T_reading,hasEduConcept,patterns
T_reading,hasEduConcept,context
T_reading,hasEduConcept,successive
T_reading,hasEduConcept,recognize
T_reading,hasEduConcept,sufficient
T_reading,hasEduConcept,roots
T_reading,hasEduConcept,attempts
T_reading,hasEduConcept,connected
T_writing,hasEduConcept,presentations
T_writing,hasEduConcept,including
T_writing,hasEduConcept,audio
T_writing,hasEduConcept,recordings
T_types,hasEduConcept,paragraph
T_types,hasEduConcept,presentations
T_types,hasEduConcept,including
T_types,hasEduConcept,audio
T_types,hasEduConcept,recordings
T_cross,hasEduConcept,paragraph
T_cross,hasEduConcept,presentations
T_cross,hasEduConcept,including
T_cross,hasEduConcept,audio
T_cross,hasEduConcept,recordings
T_habits,hasEduConcept,frames
T_habits,hasEduConcept,revision
T_habits,hasEduConcept,tasks
T_habits,hasEduConcept,audiences
T_habits,hasEduConcept,sitting
T_habits,hasEduConcept,routinely
T_habits,hasEduConcept,reflection
T_habits,hasEduConcept,extended
T_habits,hasEduConcept,shorter
T_habits,hasEduConcept,novels
T_habits,hasEduConcept,single
T_habits,hasEduConcept,variety
T_dispositions,hasEduConcept,frames
T_dispositions,hasEduConcept,revision
T_dispositions,hasEduConcept,tasks
T_dispositions,hasEduConcept,audiences
T_dispositions,hasEduConcept,sitting
T_dispositions,hasEduConcept,routinely
T_dispositions,hasEduConcept,reflection
T_dispositions,hasEduConcept,extended
T_dispositions,hasEduConcept,shorter
T_dispositions,hasEduConcept,novels
T_dispositions,hasEduConcept,single
T_dispositions,hasEduConcept,variety
T_writing,hasEduConcept,finished
T_writing,hasEduConcept,organizational
T_informational,hasEduConcept,develop
T_informational,hasEduConcept,finished
T_informational,hasEduConcept,organizational
T_informational,hasEduConcept,organizers
T_informational,hasEduConcept,strengthen
T_literary,hasEduConcept,establishing
T_literary,hasEduConcept,narrator
T_literary,hasEduConcept,sequences
T_literary,hasEduConcept,introducing
T_literary,hasEduConcept,reader
T_literary,hasEduConcept,technique
T_literary,hasEduConcept,effective
T_literary,hasEduConcept,situation
T_literary,hasEduConcept,approach
T_writing,hasEduConcept,establishing
T_writing,hasEduConcept,characters
T_writing,hasEduConcept,narrator
T_writing,hasEduConcept,sequences
T_writing,hasEduConcept,introducing
T_writing,hasEduConcept,reader
T_writing,hasEduConcept,technique
T_writing,hasEduConcept,effective
T_writing,hasEduConcept,situation
T_writing,hasEduConcept,approach
T_persuasive,hasEduConcept,explain
T_persuasive,hasEduConcept,speaker
T_persuasive,hasEduConcept,claim
T_persuasive,hasEduConcept,characters
T_persuasive,hasEduConcept,supported
T_persuasive,hasEduConcept,points
T_persuasive,hasEduConcept,point
T_persuasive,hasEduConcept,evaluate
T_persuasive,hasEduConcept,perspectives
T_persuasive,hasEduConcept,rhetoric
T_writing,hasEduConcept,explain
T_writing,hasEduConcept,speaker
T_writing,hasEduConcept,claim
T_writing,hasEduConcept,supported
T_writing,hasEduConcept,points
T_writing,hasEduConcept,point
T_writing,hasEduConcept,evaluate
T_writing,hasEduConcept,perspectives
T_writing,hasEduConcept,rhetoric
T_reading,hasEduConcept,chronology
T_reading,hasEduConcept,derive
T_reading,hasEduConcept,complexity
T_reading,hasEduConcept,variety
T_reading,hasEduConcept,strategies
T_reading,hasEduConcept,independently
T_reading,hasEduConcept,comparison
T_reading,hasEduConcept,solution
T_reading,hasEduConcept,signal
T_reading,hasEduConcept,contrast
T_reading,hasEduConcept,problem
T_reading,hasEduConcept,result
T_text,hasEduConcept,chronology
T_text,hasEduConcept,derive
T_text,hasEduConcept,complexity
T_text,hasEduConcept,variety
T_text,hasEduConcept,strategies
T_text,hasEduConcept,independently
T_text,hasEduConcept,comparison
T_text,hasEduConcept,solution
T_text,hasEduConcept,signal
T_text,hasEduConcept,contrast
T_text,hasEduConcept,problem
T_text,hasEduConcept,meaning
T_text,hasEduConcept,result
T_informational,hasEduConcept,chronology
T_informational,hasEduConcept,derive
T_informational,hasEduConcept,complexity
T_informational,hasEduConcept,variety
T_informational,hasEduConcept,independently
T_informational,hasEduConcept,comparison
T_informational,hasEduConcept,solution
T_informational,hasEduConcept,signal
T_informational,hasEduConcept,contrast
T_informational,hasEduConcept,problem
T_informational,hasEduConcept,meaning
T_informational,hasEduConcept,result
T_literary,hasEduConcept,accurately
T_literary,hasEduConcept,derive
T_literary,hasEduConcept,quote
T_literary,hasEduConcept,complexity
T_literary,hasEduConcept,interpretations
T_literary,hasEduConcept,variety
T_literary,hasEduConcept,independently
T_reading,hasEduConcept,quote
T_reading,hasEduConcept,interpretations
T_level,hasEduConcept,multiple
T_level,hasEduConcept,confirm
T_level,hasEduConcept,correct
T_level,hasEduConcept,subject
T_level,hasEduConcept,academic
T_level,hasEduConcept,general
T_level,hasEduConcept,analyzing
T_level,hasEduConcept,clue
T_level,hasEduConcept,clues
T_word,hasEduConcept,multiple
T_word,hasEduConcept,confirm
T_word,hasEduConcept,correct
T_word,hasEduConcept,subject
T_word,hasEduConcept,academic
T_word,hasEduConcept,general
T_word,hasEduConcept,analyzing
T_word,hasEduConcept,clue
T_word,hasEduConcept,clues
T_reading,hasEduConcept,multiple
T_reading,hasEduConcept,confirm
T_reading,hasEduConcept,correct
T_reading,hasEduConcept,subject
T_reading,hasEduConcept,academic
T_reading,hasEduConcept,general
T_reading,hasEduConcept,analyzing
