relationA,relationshipType,relationB
T_relations,hasEduConcept,mathematical
T_relations,hasEduConcept,rate
T_relations,hasEduConcept,miles
T_relations,hasEduConcept,real
T_functions,hasEduConcept,proportional
T_functions,hasEduConcept,ratios
T_functions,hasEduConcept,quantities
T_functions,hasEduConcept,unit
T_functions,hasEduConcept,lengths
T_functions,hasEduConcept,measured
T_functions,hasEduConcept,rates
T_functions,hasEduConcept,hour
T_functions,hasEduConcept,compute
T_functions,hasEduConcept,units
T_functions,hasEduConcept,areas
T_functions,hasEduConcept,mathematical
T_functions,hasEduConcept,rate
T_functions,hasEduConcept,miles
T_functions,hasEduConcept,real
T_patterns,hasEduConcept,proportional
T_patterns,hasEduConcept,ratios
T_patterns,hasEduConcept,quantities
T_patterns,hasEduConcept,unit
T_patterns,hasEduConcept,lengths
T_patterns,hasEduConcept,measured
T_patterns,hasEduConcept,rates
T_patterns,hasEduConcept,hour
T_patterns,hasEduConcept,compute
T_patterns,hasEduConcept,units
T_patterns,hasEduConcept,areas
T_patterns,hasEduConcept,mathematical
T_patterns,hasEduConcept,rate
T_patterns,hasEduConcept,miles
T_patterns,hasEduConcept,real
T_symbolic,hasEduConcept,mathematical
T_symbolic,hasEduConcept,linear
T_symbolic,hasEduConcept,properties
T_symbolic,hasEduConcept,expand
T_symbolic,hasEduConcept,add
T_symbolic,hasEduConcept,factor
T_symbolic,hasEduConcept,rational
T_symbolic,hasEduConcept,variable
T_symbolic,hasEduConcept,generate
T_expression,hasEduConcept,mathematical
T_expression,hasEduConcept,linear
T_expression,hasEduConcept,properties
T_expression,hasEduConcept,expand
T_expression,hasEduConcept,add
T_expression,hasEduConcept,factor
T_expression,hasEduConcept,rational
T_expression,hasEduConcept,variable
T_expression,hasEduConcept,generate
T_statistics,hasEduConcept,table
T_statistics,hasEduConcept,construct
T_statistics,hasEduConcept,patterns
T_statistics,hasEduConcept,subjects
T_statistics,hasEduConcept,study
T_statistics,hasEduConcept,rows
T_data,hasEduConcept,frequencies
T_data,hasEduConcept,table
T_data,hasEduConcept,association
T_data,hasEduConcept,construct
T_data,hasEduConcept,patterns
T_data,hasEduConcept,subjects
T_data,hasEduConcept,relative
T_data,hasEduConcept,study
T_data,hasEduConcept,rows
T_probability,hasEduConcept,table
T_probability,hasEduConcept,construct
T_probability,hasEduConcept,patterns
T_probability,hasEduConcept,subjects
T_probability,hasEduConcept,study
T_probability,hasEduConcept,rows
T_analysis,hasEduConcept,frequencies
T_analysis,hasEduConcept,table
T_analysis,hasEduConcept,association
T_analysis,hasEduConcept,construct
T_analysis,hasEduConcept,patterns
T_analysis,hasEduConcept,subjects
T_analysis,hasEduConcept,relative
T_analysis,hasEduConcept,study
T_analysis,hasEduConcept,rows
T_operations,hasEduConcept,notation
T_operations,hasEduConcept,scientific
T_operations,hasEduConcept,expressed
T_operations,hasEduConcept,estimate
T_operations,hasEduConcept,population
T_operations,hasEduConcept,large
T_operations,hasEduConcept,perform
T_operations,hasEduConcept,small
T_operations,hasEduConcept,measurements
T_operations,hasEduConcept,interpretations
T_operations,hasEduConcept,convert
T_operations,hasEduConcept,work
T_numbers,hasEduConcept,notation
T_numbers,hasEduConcept,scientific
T_numbers,hasEduConcept,expressed
T_numbers,hasEduConcept,expressions
T_numbers,hasEduConcept,estimate
T_numbers,hasEduConcept,population
T_numbers,hasEduConcept,large
T_numbers,hasEduConcept,perform
T_numbers,hasEduConcept,small
T_numbers,hasEduConcept,measurements
T_numbers,hasEduConcept,interpretations
T_numbers,hasEduConcept,convert
T_numbers,hasEduConcept,work
T_relations,hasEduConcept,linear
T_relations,hasEduConcept,function
T_relations,hasEduConcept,situation
T_relations,hasEduConcept,relationship
T_relations,hasEduConcept,distance
T_relations,hasEduConcept,analyzing
T_relations,hasEduConcept,quantitative
T_relations,hasEduConcept,sketch
T_relations,hasEduConcept,symbolic
T_relations,hasEduConcept,decreasing
T_relations,hasEduConcept,conclusions
T_relations,hasEduConcept,reasonable
T_functions,hasEduConcept,linear
T_functions,hasEduConcept,function
T_functions,hasEduConcept,situation
T_functions,hasEduConcept,relationship
T_functions,hasEduConcept,distance
T_functions,hasEduConcept,analyzing
T_functions,hasEduConcept,quantitative
T_functions,hasEduConcept,sketch
T_functions,hasEduConcept,symbolic
T_functions,hasEduConcept,decreasing
T_functions,hasEduConcept,conclusions
T_functions,hasEduConcept,reasonable
T_patterns,hasEduConcept,linear
T_patterns,hasEduConcept,function
T_patterns,hasEduConcept,situation
T_patterns,hasEduConcept,relationship
T_patterns,hasEduConcept,distance
T_patterns,hasEduConcept,analyzing
T_patterns,hasEduConcept,quantitative
T_patterns,hasEduConcept,sketch
T_patterns,hasEduConcept,symbolic
T_patterns,hasEduConcept,decreasing
T_patterns,hasEduConcept,conclusions
T_patterns,hasEduConcept,reasonable
T_symbolic,hasEduConcept,equivalent
T_symbolic,hasEduConcept,explanations
T_symbolic,hasEduConcept,correspond
T_symbolic,hasEduConcept,situations
T_symbolic,hasEduConcept,produce
T_symbolic,hasEduConcept,work
T_symbolic,hasEduConcept,ellen
T_expression,hasEduConcept,equivalent
T_expression,hasEduConcept,explanations
T_expression,hasEduConcept,correspond
T_expression,hasEduConcept,situations
T_expression,hasEduConcept,produce
T_expression,hasEduConcept,work
T_expression,hasEduConcept,ellen
T_statistics,hasEduConcept,quantitative
T_statistics,hasEduConcept,real
T_statistics,hasEduConcept,studies
T_statistics,hasEduConcept,habits
T_statistics,hasEduConcept,surveys
T_statistics,hasEduConcept,treatments
T_statistics,hasEduConcept,proportion
T_statistics,hasEduConcept,comparative
T_statistics,hasEduConcept,identifying
T_data,hasEduConcept,quantitative
T_data,hasEduConcept,box
T_data,hasEduConcept,real
T_data,hasEduConcept,studies
T_data,hasEduConcept,habits
T_data,hasEduConcept,surveys
T_data,hasEduConcept,treatments
T_data,hasEduConcept,proportion
T_data,hasEduConcept,comparative
T_probability,hasEduConcept,quantitative
T_probability,hasEduConcept,real
T_probability,hasEduConcept,studies
T_probability,hasEduConcept,habits
T_probability,hasEduConcept,surveys
T_probability,hasEduConcept,treatments
T_probability,hasEduConcept,proportion
T_probability,hasEduConcept,comparative
T_probability,hasEduConcept,identifying
T_analysis,hasEduConcept,quantitative
T_analysis,hasEduConcept,box
T_analysis,hasEduConcept,real
T_analysis,hasEduConcept,studies
T_analysis,hasEduConcept,habits
T_analysis,hasEduConcept,surveys
T_analysis,hasEduConcept,treatments
T_analysis,hasEduConcept,proportion
T_analysis,hasEduConcept,comparative
T_analysis,hasEduConcept,identifying
T_operations,hasEduConcept,rn
T_operations,hasEduConcept,properties
T_operations,hasEduConcept,expression
T_operations,hasEduConcept,equivalent
T_operations,hasEduConcept,reveal
T_operations,hasEduConcept,explain
T_operations,hasEduConcept,rate
T_operations,hasEduConcept,algebra
T_operations,hasEduConcept,overview
T_operations,hasEduConcept,approximate
T_operations,hasEduConcept,transform
T_numbers,hasEduConcept,rn
T_numbers,hasEduConcept,expression
T_numbers,hasEduConcept,equivalent
T_numbers,hasEduConcept,reveal
T_numbers,hasEduConcept,explain
T_numbers,hasEduConcept,rate
T_numbers,hasEduConcept,algebra
T_numbers,hasEduConcept,overview
T_numbers,hasEduConcept,approximate
T_numbers,hasEduConcept,transform
T_relations,hasEduConcept,change
T_relations,hasEduConcept,models
T_relations,hasEduConcept,le
T_relations,hasEduConcept,modeled
T_relations,hasEduConcept,distinguish
T_relations,hasEduConcept,sugar
T_relations,hasEduConcept,constant
T_relations,hasEduConcept,model
T_relations,hasEduConcept,water
T_relations,hasEduConcept,cup
T_relations,hasEduConcept,predict
T_relations,hasEduConcept,interval
T_functions,hasEduConcept,change
T_functions,hasEduConcept,models
T_functions,hasEduConcept,le
T_functions,hasEduConcept,modeled
T_functions,hasEduConcept,distinguish
T_functions,hasEduConcept,sugar
T_functions,hasEduConcept,constant
T_functions,hasEduConcept,model
T_functions,hasEduConcept,water
T_functions,hasEduConcept,cup
T_functions,hasEduConcept,predict
T_functions,hasEduConcept,interval
T_patterns,hasEduConcept,change
T_patterns,hasEduConcept,models
T_patterns,hasEduConcept,le
T_patterns,hasEduConcept,modeled
T_patterns,hasEduConcept,distinguish
T_patterns,hasEduConcept,sugar
T_patterns,hasEduConcept,constant
T_patterns,hasEduConcept,model
T_patterns,hasEduConcept,water
T_patterns,hasEduConcept,cup
T_patterns,hasEduConcept,predict
T_patterns,hasEduConcept,interval
T_habits,hasEduConcept,presented
T_habits,hasEduConcept,confirm
T_habits,hasEduConcept,media
T_habits,hasEduConcept,answering
T_habits,hasEduConcept,requesting
T_habits,hasEduConcept,understood
T_habits,hasEduConcept,key
T_habits,hasEduConcept,evaluate
T_habits,hasEduConcept,visually
T_habits,hasEduConcept,formats
T_habits,hasEduConcept,diverse
T_habits,hasEduConcept,collaboration
T_habits,hasEduConcept,structure
T_habits,hasEduConcept,including
T_habits,hasEduConcept,relate
T_habits,hasEduConcept,english
T_habits,hasEduConcept,habits
T_habits,hasEduConcept,complexity
T_habits,hasEduConcept,prompting
T_habits,hasEduConcept,sentences
T_dispositions,hasEduConcept,presented
T_dispositions,hasEduConcept,confirm
T_dispositions,hasEduConcept,media
T_dispositions,hasEduConcept,answering
T_dispositions,hasEduConcept,requesting
T_dispositions,hasEduConcept,understood
T_dispositions,hasEduConcept,key
T_dispositions,hasEduConcept,evaluate
T_dispositions,hasEduConcept,visually
T_dispositions,hasEduConcept,formats
T_dispositions,hasEduConcept,diverse
T_dispositions,hasEduConcept,collaboration
T_dispositions,hasEduConcept,structure
T_dispositions,hasEduConcept,including
T_dispositions,hasEduConcept,relate
T_dispositions,hasEduConcept,english
T_dispositions,hasEduConcept,habits
T_dispositions,hasEduConcept,complexity
T_dispositions,hasEduConcept,prompting
T_dispositions,hasEduConcept,sentences
T_writing,hasEduConcept,familiar
T_writing,hasEduConcept,prompting
T_writing,hasEduConcept,places
T_writing,hasEduConcept,reasoning
T_writing,hasEduConcept,additional
T_writing,hasEduConcept,provide
T_writing,hasEduConcept,listeners
T_writing,hasEduConcept,drawings
T_writing,hasEduConcept,findings
T_writing,hasEduConcept,detail
T_writing,hasEduConcept,people
T_writing,hasEduConcept,presentation
T_writing,hasEduConcept,adults
T_writing,hasEduConcept,question
T_writing,hasEduConcept,follow
T_writing,hasEduConcept,supporting
T_writing,hasEduConcept,written
T_writing,hasEduConcept,spiders
T_writing,hasEduConcept,english
T_writing,hasEduConcept,assess
T_informational,hasEduConcept,familiar
T_informational,hasEduConcept,prompting
T_informational,hasEduConcept,places
T_informational,hasEduConcept,reasoning
T_informational,hasEduConcept,additional
T_informational,hasEduConcept,provide
T_informational,hasEduConcept,listeners
T_informational,hasEduConcept,drawings
T_informational,hasEduConcept,findings
T_informational,hasEduConcept,detail
T_informational,hasEduConcept,people
T_informational,hasEduConcept,presentation
T_informational,hasEduConcept,adults
T_informational,hasEduConcept,question
T_informational,hasEduConcept,follow
T_informational,hasEduConcept,supporting
T_informational,hasEduConcept,written
T_informational,hasEduConcept,spiders
T_informational,hasEduConcept,english
T_informational,hasEduConcept,assess
T_literary,hasEduConcept,drawing
T_literary,hasEduConcept,event
T_literary,hasEduConcept,log
T_literary,hasEduConcept,generating
T_literary,hasEduConcept,familiar
T_literary,hasEduConcept,photo
T_literary,hasEduConcept,combination
T_literary,hasEduConcept,adults
T_literary,hasEduConcept,question
T_literary,hasEduConcept,daily
T_literary,hasEduConcept,provide
T_literary,hasEduConcept,places
T_literary,hasEduConcept,story
T_literary,hasEduConcept,reasoning
T_literary,hasEduConcept,narratives
T_literary,hasEduConcept,structured
T_literary,hasEduConcept,imagined
T_literary,hasEduConcept,english
T_literary,hasEduConcept,assess
T_literary,hasEduConcept,prompting
T_writing,hasEduConcept,drawing
T_writing,hasEduConcept,event
T_writing,hasEduConcept,log
T_writing,hasEduConcept,generating
T_writing,hasEduConcept,photo
T_writing,hasEduConcept,combination
T_writing,hasEduConcept,daily
T_writing,hasEduConcept,story
T_writing,hasEduConcept,narratives
T_writing,hasEduConcept,structured
T_writing,hasEduConcept,imagined
T_persuasive,hasEduConcept,reasoning
T_persuasive,hasEduConcept,familiar
T_persuasive,hasEduConcept,book
T_persuasive,hasEduConcept,opinion
T_persuasive,hasEduConcept,adults
T_persuasive,hasEduConcept,drawing
T_persuasive,hasEduConcept,question
T_persuasive,hasEduConcept,places
T_persuasive,hasEduConcept,substantive
T_persuasive,hasEduConcept,english
T_persuasive,hasEduConcept,compose
T_persuasive,hasEduConcept,assess
T_persuasive,hasEduConcept,preference
T_persuasive,hasEduConcept,prompting
T_persuasive,hasEduConcept,spelling
T_persuasive,hasEduConcept,avoiding
T_persuasive,hasEduConcept,peers
T_persuasive,hasEduConcept,listeners
T_persuasive,hasEduConcept,arguments
T_persuasive,hasEduConcept,generating
T_writing,hasEduConcept,book
T_writing,hasEduConcept,opinion
T_writing,hasEduConcept,substantive
T_writing,hasEduConcept,compose
T_writing,hasEduConcept,preference
T_writing,hasEduConcept,spelling
T_writing,hasEduConcept,avoiding
T_writing,hasEduConcept,peers
T_writing,hasEduConcept,arguments
T_reading,hasEduConcept,sentences
T_reading,hasEduConcept,structure
T_reading,hasEduConcept,book
T_reading,hasEduConcept,cover
T_reading,hasEduConcept,title
T_reading,hasEduConcept,front
T_reading,hasEduConcept,craft
T_reading,hasEduConcept,portions
T_reading,hasEduConcept,viewed
T_reading,hasEduConcept,chapter
T_reading,hasEduConcept,linked
T_reading,hasEduConcept,basic
T_reading,hasEduConcept,response
T_reading,hasEduConcept,scene
T_reading,hasEduConcept,larger
T_reading,hasEduConcept,specific
T_reading,hasEduConcept,distinguishes
T_reading,hasEduConcept,nod
T_reading,hasEduConcept,relate
T_reading,hasEduConcept,demonstrating
T_text,hasEduConcept,sentences
T_text,hasEduConcept,structure
T_text,hasEduConcept,book
T_text,hasEduConcept,cover
T_text,hasEduConcept,title
T_text,hasEduConcept,front
T_text,hasEduConcept,craft
T_text,hasEduConcept,portions
T_text,hasEduConcept,viewed
T_text,hasEduConcept,chapter
T_text,hasEduConcept,linked
T_text,hasEduConcept,basic
T_text,hasEduConcept,response
T_text,hasEduConcept,scene
T_text,hasEduConcept,larger
T_text,hasEduConcept,specific
T_text,hasEduConcept,distinguishes
T_text,hasEduConcept,nod
T_text,hasEduConcept,relate
T_text,hasEduConcept,demonstrating
T_informational,hasEduConcept,sentences
T_informational,hasEduConcept,structure
T_informational,hasEduConcept,book
T_informational,hasEduConcept,cover
T_informational,hasEduConcept,title
T_informational,hasEduConcept,front
T_informational,hasEduConcept,craft
T_informational,hasEduConcept,portions
T_informational,hasEduConcept,viewed
T_informational,hasEduConcept,chapter
T_informational,hasEduConcept,linked
T_informational,hasEduConcept,basic
T_informational,hasEduConcept,response
T_informational,hasEduConcept,scene
T_informational,hasEduConcept,larger
T_informational,hasEduConcept,specific
T_informational,hasEduConcept,distinguishes
T_informational,hasEduConcept,nod
T_informational,hasEduConcept,relate
T_informational,hasEduConcept,demonstrating
T_literary,hasEduConcept,sentences
T_literary,hasEduConcept,structure
T_literary,hasEduConcept,cover
T_literary,hasEduConcept,book
T_literary,hasEduConcept,title
T_literary,hasEduConcept,front
T_literary,hasEduConcept,anchor
T_literary,hasEduConcept,craft
T_literary,hasEduConcept,portions
T_literary,hasEduConcept,viewed
T_literary,hasEduConcept,chapter
T_literary,hasEduConcept,linked
T_literary,hasEduConcept,basic
T_literary,hasEduConcept,literary
T_literary,hasEduConcept,response
T_literary,hasEduConcept,scene
T_literary,hasEduConcept,larger
T_literary,hasEduConcept,specific
T_literary,hasEduConcept,distinguishes
T_literary,hasEduConcept,nod
T_reading,hasEduConcept,anchor
T_reading,hasEduConcept,literary
T_level,hasEduConcept,unknown
T_level,hasEduConcept,meanings
T_level,hasEduConcept,letter
T_level,hasEduConcept,phrases
T_level,hasEduConcept,sound
T_level,hasEduConcept,word
T_level,hasEduConcept,prompting
T_level,hasEduConcept,choices
T_level,hasEduConcept,determining
T_level,hasEduConcept,alphabet
T_level,hasEduConcept,demonstrate
T_level,hasEduConcept,craft
T_level,hasEduConcept,tone
T_level,hasEduConcept,shape
T_level,hasEduConcept,basic
T_level,hasEduConcept,letters
T_level,hasEduConcept,technical
T_level,hasEduConcept,specific
T_level,hasEduConcept,structure
T_level,hasEduConcept,meaning
T_word,hasEduConcept,unknown
T_word,hasEduConcept,meanings
T_word,hasEduConcept,letter
T_word,hasEduConcept,phrases
T_word,hasEduConcept,sound
T_word,hasEduConcept,word
T_word,hasEduConcept,prompting
T_word,hasEduConcept,choices
T_word,hasEduConcept,determining
T_word,hasEduConcept,alphabet
T_word,hasEduConcept,demonstrate
T_word,hasEduConcept,craft
T_word,hasEduConcept,tone
T_word,hasEduConcept,shape
T_word,hasEduConcept,basic
T_word,hasEduConcept,letters
T_word,hasEduConcept,technical
T_word,hasEduConcept,specific
T_word,hasEduConcept,structure
T_word,hasEduConcept,meaning
T_reading,hasEduConcept,unknown
T_reading,hasEduConcept,meanings
T_reading,hasEduConcept,letter
T_reading,hasEduConcept,phrases
T_reading,hasEduConcept,sound
T_reading,hasEduConcept,word
T_reading,hasEduConcept,prompting
T_reading,hasEduConcept,choices
T_reading,hasEduConcept,determining
T_reading,hasEduConcept,alphabet
T_reading,hasEduConcept,demonstrate
T_reading,hasEduConcept,tone
T_reading,hasEduConcept,shape
T_reading,hasEduConcept,letters
T_reading,hasEduConcept,technical
T_reading,hasEduConcept,meaning
T_writing,hasEduConcept,conventions
T_writing,hasEduConcept,demonstrate
T_writing,hasEduConcept,usage
T_writing,hasEduConcept,grammar
T_writing,hasEduConcept,speaking
T_writing,hasEduConcept,displays
T_writing,hasEduConcept,publish
T_writing,hasEduConcept,visual
T_writing,hasEduConcept,plural
T_writing,hasEduConcept,digital
T_writing,hasEduConcept,produce
T_writing,hasEduConcept,es
T_writing,hasEduConcept,wishes
T_writing,hasEduConcept,dogs
T_writing,hasEduConcept,explore
T_writing,hasEduConcept,tools
T_types,hasEduConcept,conventions
T_types,hasEduConcept,english
T_types,hasEduConcept,demonstrate
T_types,hasEduConcept,usage
T_types,hasEduConcept,grammar
T_types,hasEduConcept,speaking
T_types,hasEduConcept,displays
T_types,hasEduConcept,publish
T_types,hasEduConcept,visual
T_types,hasEduConcept,plural
T_types,hasEduConcept,digital
T_types,hasEduConcept,produce
T_types,hasEduConcept,es
T_types,hasEduConcept,wishes
T_types,hasEduConcept,peers
T_types,hasEduConcept,drawings
T_types,hasEduConcept,dogs
T_types,hasEduConcept,detail
T_types,hasEduConcept,explore
T_types,hasEduConcept,tools
T_cross,hasEduConcept,conventions
T_cross,hasEduConcept,english
T_cross,hasEduConcept,demonstrate
T_cross,hasEduConcept,usage
T_cross,hasEduConcept,grammar
T_cross,hasEduConcept,speaking
T_cross,hasEduConcept,displays
T_cross,hasEduConcept,publish
T_cross,hasEduConcept,visual
T_cross,hasEduConcept,plural
T_cross,hasEduConcept,digital
T_cross,hasEduConcept,produce
T_cross,hasEduConcept,es
T_cross,hasEduConcept,wishes
T_cross,hasEduConcept,peers
T_cross,hasEduConcept,drawings
T_cross,hasEduConcept,dogs
T_cross,hasEduConcept,detail
T_cross,hasEduConcept,explore
T_cross,hasEduConcept,tools
T_habits,hasEduConcept,view
T_habits,hasEduConcept,conversations
T_habits,hasEduConcept,listen
T_habits,hasEduConcept,confusion
T_habits,hasEduConcept,discussion
T_habits,hasEduConcept,purposes
T_habits,hasEduConcept,partners
T_habits,hasEduConcept,speaker
T_habits,hasEduConcept,participate
T_habits,hasEduConcept,clear
T_habits,hasEduConcept,range
T_habits,hasEduConcept,reasoning
T_habits,hasEduConcept,curiosity
T_dispositions,hasEduConcept,view
T_dispositions,hasEduConcept,conversations
T_dispositions,hasEduConcept,listen
T_dispositions,hasEduConcept,confusion
T_dispositions,hasEduConcept,discussion
T_dispositions,hasEduConcept,purposes
T_dispositions,hasEduConcept,partners
T_dispositions,hasEduConcept,speaker
T_dispositions,hasEduConcept,participate
T_dispositions,hasEduConcept,clear
T_dispositions,hasEduConcept,range
T_dispositions,hasEduConcept,reasoning
T_dispositions,hasEduConcept,curiosity
T_writing,hasEduConcept,facts
T_writing,hasEduConcept,statements
T_writing,hasEduConcept,supply
T_writing,hasEduConcept,source
T_writing,hasEduConcept,accurately
T_writing,hasEduConcept,convey
T_writing,hasEduConcept,quote
T_writing,hasEduConcept,examine
T_writing,hasEduConcept,expressing
T_informational,hasEduConcept,facts
T_informational,hasEduConcept,statements
T_informational,hasEduConcept,supply
T_informational,hasEduConcept,source
T_informational,hasEduConcept,accurately
T_informational,hasEduConcept,convey
T_informational,hasEduConcept,quote
T_informational,hasEduConcept,examine
T_informational,hasEduConcept,spelling
T_informational,hasEduConcept,expressing
T_informational,hasEduConcept,avoiding
T_literary,hasEduConcept,projects
T_literary,hasEduConcept,shared
T_literary,hasEduConcept,build
T_literary,hasEduConcept,demonstrating
T_literary,hasEduConcept,spelling
T_literary,hasEduConcept,expressing
T_literary,hasEduConcept,avoiding
T_literary,hasEduConcept,listeners
T_literary,hasEduConcept,opinions
T_literary,hasEduConcept,generate
T_literary,hasEduConcept,instructions
T_literary,hasEduConcept,findings
T_writing,hasEduConcept,projects
T_writing,hasEduConcept,shared
T_writing,hasEduConcept,build
T_writing,hasEduConcept,demonstrating
T_writing,hasEduConcept,opinions
T_writing,hasEduConcept,generate
T_writing,hasEduConcept,instructions
T_persuasive,hasEduConcept,expressing
T_persuasive,hasEduConcept,responses
T_writing,hasEduConcept,responses
T_reading,hasEduConcept,concepts
T_reading,hasEduConcept,organization
T_reading,hasEduConcept,bottom
T_reading,hasEduConcept,features
T_reading,hasEduConcept,top
T_reading,hasEduConcept,left
T_reading,hasEduConcept,spoken
T_reading,hasEduConcept,shared
T_reading,hasEduConcept,follow
T_reading,hasEduConcept,activities
T_reading,hasEduConcept,locate
T_reading,hasEduConcept,english
T_text,hasEduConcept,demonstrate
T_text,hasEduConcept,concepts
T_text,hasEduConcept,organization
T_text,hasEduConcept,bottom
T_text,hasEduConcept,features
T_text,hasEduConcept,top
T_text,hasEduConcept,left
T_text,hasEduConcept,spoken
T_text,hasEduConcept,shared
T_text,hasEduConcept,follow
T_text,hasEduConcept,word
T_text,hasEduConcept,activities
T_text,hasEduConcept,locate
T_text,hasEduConcept,english
T_informational,hasEduConcept,demonstrate
T_informational,hasEduConcept,concepts
T_informational,hasEduConcept,organization
T_informational,hasEduConcept,bottom
T_informational,hasEduConcept,features
T_informational,hasEduConcept,top
T_informational,hasEduConcept,left
T_informational,hasEduConcept,spoken
T_informational,hasEduConcept,shared
T_informational,hasEduConcept,word
T_informational,hasEduConcept,activities
T_informational,hasEduConcept,locate
T_literary,hasEduConcept,demonstrate
T_literary,hasEduConcept,organization
T_literary,hasEduConcept,features
T_literary,hasEduConcept,concepts
T_literary,hasEduConcept,bottom
T_literary,hasEduConcept,top
T_literary,hasEduConcept,left
T_literary,hasEduConcept,spoken
T_literary,hasEduConcept,follow
T_literary,hasEduConcept,word
T_literary,hasEduConcept,activities
T_level,hasEduConcept,feelings
T_level,hasEduConcept,poems
T_level,hasEduConcept,appeal
T_level,hasEduConcept,stories
T_level,hasEduConcept,including
T_level,hasEduConcept,english
T_level,hasEduConcept,literacy
T_level,hasEduConcept,acquiring
T_word,hasEduConcept,feelings
T_word,hasEduConcept,poems
T_word,hasEduConcept,appeal
T_word,hasEduConcept,stories
T_word,hasEduConcept,including
T_word,hasEduConcept,english
T_word,hasEduConcept,literacy
T_word,hasEduConcept,acquiring
T_reading,hasEduConcept,feelings
T_reading,hasEduConcept,poems
T_reading,hasEduConcept,appeal
T_reading,hasEduConcept,stories
T_reading,hasEduConcept,including
T_reading,hasEduConcept,literacy
T_reading,hasEduConcept,acquiring
T_writing,hasEduConcept,variety
T_writing,hasEduConcept,sentences
T_writing,hasEduConcept,add
T_writing,hasEduConcept,task
T_types,hasEduConcept,variety
T_types,hasEduConcept,sentences
T_types,hasEduConcept,presentation
T_types,hasEduConcept,add
T_types,hasEduConcept,adults
T_types,hasEduConcept,task
T_cross,hasEduConcept,variety
T_cross,hasEduConcept,sentences
T_cross,hasEduConcept,presentation
T_cross,hasEduConcept,add
T_cross,hasEduConcept,adults
T_cross,hasEduConcept,task
T_habits,hasEduConcept,explanation
T_habits,hasEduConcept,needed
T_habits,hasEduConcept,rhetoric
T_dispositions,hasEduConcept,explanation
T_dispositions,hasEduConcept,needed
T_dispositions,hasEduConcept,rhetoric
T_writing,hasEduConcept,fire
T_writing,hasEduConcept,definitions
T_writing,hasEduConcept,concluding
T_informational,hasEduConcept,fire
T_informational,hasEduConcept,definitions
T_informational,hasEduConcept,concluding
T_informational,hasEduConcept,generating
T_literary,hasEduConcept,coherent
T_literary,hasEduConcept,facts
T_writing,hasEduConcept,coherent
T_persuasive,hasEduConcept,findings
T_reading,hasEduConcept,key
T_reading,hasEduConcept,paragraph
T_reading,hasEduConcept,focus
T_reading,hasEduConcept,main
T_reading,hasEduConcept,illustrations
T_reading,hasEduConcept,themes
T_reading,hasEduConcept,development
T_reading,hasEduConcept,central
T_reading,hasEduConcept,evaluate
T_reading,hasEduConcept,visually
T_reading,hasEduConcept,logical
T_reading,hasEduConcept,conclusions
T_reading,hasEduConcept,explicitly
T_reading,hasEduConcept,recognizing
T_reading,hasEduConcept,identifying
T_reading,hasEduConcept,approaching
T_reading,hasEduConcept,formats
T_reading,hasEduConcept,facts
T_text,hasEduConcept,key
T_text,hasEduConcept,paragraph
T_text,hasEduConcept,focus
T_text,hasEduConcept,main
T_text,hasEduConcept,illustrations
T_text,hasEduConcept,themes
T_text,hasEduConcept,development
T_text,hasEduConcept,central
T_text,hasEduConcept,evaluate
T_text,hasEduConcept,visually
T_text,hasEduConcept,logical
T_text,hasEduConcept,conclusions
T_text,hasEduConcept,explicitly
T_text,hasEduConcept,recognizing
T_text,hasEduConcept,identifying
T_text,hasEduConcept,approaching
T_text,hasEduConcept,formats
T_text,hasEduConcept,facts
T_informational,hasEduConcept,key
T_informational,hasEduConcept,paragraph
T_informational,hasEduConcept,focus
T_informational,hasEduConcept,main
T_informational,hasEduConcept,illustrations
T_informational,hasEduConcept,themes
T_informational,hasEduConcept,development
T_informational,hasEduConcept,central
T_informational,hasEduConcept,evaluate
T_informational,hasEduConcept,visually
T_informational,hasEduConcept,logical
T_informational,hasEduConcept,conclusions
T_informational,hasEduConcept,explicitly
T_informational,hasEduConcept,recognizing
T_informational,hasEduConcept,identifying
T_informational,hasEduConcept,approaching
T_informational,hasEduConcept,formats
T_literary,hasEduConcept,illustrations
T_literary,hasEduConcept,characters
T_literary,hasEduConcept,including
T_literary,hasEduConcept,setting
T_literary,hasEduConcept,relate
T_literary,hasEduConcept,key
T_literary,hasEduConcept,evaluate
T_literary,hasEduConcept,visually
T_literary,hasEduConcept,concludes
T_literary,hasEduConcept,introduces
T_literary,hasEduConcept,formats
T_literary,hasEduConcept,integration
T_literary,hasEduConcept,diverse
T_literary,hasEduConcept,describing
T_reading,hasEduConcept,story
T_reading,hasEduConcept,characters
T_reading,hasEduConcept,setting
T_reading,hasEduConcept,concludes
T_reading,hasEduConcept,introduces
T_reading,hasEduConcept,integration
T_reading,hasEduConcept,diverse
T_reading,hasEduConcept,describing
T_level,hasEduConcept,sounds
T_level,hasEduConcept,blends
T_level,hasEduConcept,vocabulary
T_level,hasEduConcept,acquire
T_level,hasEduConcept,spoken
T_level,hasEduConcept,happy
T_level,hasEduConcept,produce
T_level,hasEduConcept,level
T_level,hasEduConcept,crying
T_level,hasEduConcept,readiness
T_level,hasEduConcept,accurately
T_level,hasEduConcept,single
T_word,hasEduConcept,sounds
T_word,hasEduConcept,blends
T_word,hasEduConcept,vocabulary
T_word,hasEduConcept,acquire
T_word,hasEduConcept,spoken
